Trait,CHR,pStart,pEnd,Gene,pval_skat
igf1,3,135721036,135854035,PPP2R3A,3.22824006594499e-11
igf1,3,171852956,172107772,FNDC3B,4.10569345393631e-12
igf1,4,69342169,69349059,TMPRSS11E,8.181672230943739e-28
igf1,5,41326340,41502989,PLCXD3,8.76643751433574e-10
igf1,5,58270494,59472775,PDE4D,4.11987097306328e-14
igf1,5,137624587,137654728,CDC25C,2.89415305096065e-10
igf1,6,25812069,25826119,SLC17A1,7.637750716859771e-09
igf1,6,25850845,25864898,SLC17A3,3.28215044032021e-09
igf1,6,25974204,25983010,TRIM38,1.71267400261854e-08
igf1,6,31513402,31514247,ATP6V1G2,2.8148951617893803e-17
igf1,6,32261507,32339076,C6orf10,2.12924857121022e-11
igf1,6,32605326,32609813,HLA-DQA1,8.708013839629329e-18
igf1,6,34287912,34354073,NUDT3,8.17427987338336e-08
igf1,6,88224164,88287928,RARS2,8.88782494941841e-08
igf1,6,88304889,88374658,ORC3,3.62962990264117e-10
igf1,6,108624711,108816921,LACE1,1.29589829501329e-13
igf1,6,108887202,108980612,FOXO3,1.3053639927886498e-11
igf1,6,127444091,127507403,RSPO3,7.72557826761061e-11
igf1,6,160394730,160519228,IGF2R,7.76514646091437e-12
igf1,7,45954465,45957318,IGFBP3,2.1568810110856101e-19
igf1,7,99250475,99272310,CYP3A5,5.37413424549613e-09
igf1,8,15996599,16029492,MSR1,1.4709973591827e-11
igf1,9,4795595,4854307,RCL1,4.006751820730501e-15
igf1,9,96212813,96325794,FAM120AOS,5.6219938553250296e-11
ldl,1,55505647,55525944,PCSK9,8.40146082918648e-221
ldl,1,55536159,55668004,USP24,3.1668838842384e-38
ldl,1,109757295,109779073,SARS,1.4837078983698e-26
ldl,1,109794123,109806313,CELSR2,1.50796473365316e-45
ldl,1,109823457,109823962,PSRC1,1.7599881568167e-22
ldl,1,109837129,109846278,MYBPHL,8.0363128802466995e-50
ldl,1,109857815,109933450,SORT1,1.56222726449822e-27
ldl,1,110091447,110123513,GNAI3,1.43635169008338e-23
ldl,1,110162995,110170896,AMPD2,5.219357302427581e-15
ldl,11,116620377,116639335,BUD13,1.44016913847705e-25
ldl,11,116691675,116693871,APOA4,7.22394337682175e-08
ldl,11,126160826,126162843,TIRAP,2.55627053366154e-14
ldl,11,126202361,126211727,DCPS,3.71786400002013e-13
ldl,12,112869780,112935344,PTPN11,3.67535887410639e-08
ldl,14,73743458,73802633,NUMB,7.43346076914619e-08
ldl,16,56996288,57017319,CETP,4.43764069065617e-14
ldl,16,72103769,72107865,HPR,2.00207610905871e-15
ldl,16,72130103,72143414,DHX38,4.49458910969828e-18
ldl,16,72158477,72199122,PMFBP1,5.70689985268658e-08
ldl,16,72824678,72993925,ZFHX3,3.51896504795121e-10
ldl,17,64208285,64222164,APOH,1.66372226513161e-14
ldl,17,67081278,67125337,ABCA6,1.9105146938338302e-46
ldl,17,67412362,67536671,MAP2K6,1.3413161082191e-18
ldl,18,47095675,47109955,LIPG,9.043359877003787e-12
ldl,19,10464138,10488926,TYK2,9.21594028376969e-14
ldl,19,10664661,10675334,KRI1,1.49578711173784e-30
ldl,19,10686123,10694720,AP1M2,3.53322116678276e-22
ldl,19,10723572,10752352,SLC44A2,8.049542826660351e-39
ldl,19,11097807,11170677,SMARCA4,1.0952758535013898e-42
ldl,19,11202306,11241810,LDLR,1.9254522021299e-182
ldl,19,18326191,18329784,PDE4C,1.65984146581342e-09
ldl,19,19155672,19168228,ARMC6,3.5302206455048698e-12
ldl,19,19329924,19353979,NCAN,1.5107717864959e-17
ldl,19,19432416,19455864,MAU2,2.7218578505036e-30
ldl,19,19789528,19790178,ZNF101,2.37094777787262e-11
ldl,19,20208036,20223681,ZNF90,5.02756978271179e-08
ldl,19,44791447,44805948,ZNF235,8.452201869782479e-11
ldl,19,44832693,44842435,ZFP112,4.2296347542411e-49
ldl,19,44891405,44896239,ZNF285,8.667841051190729e-34
ldl,19,45121297,45134110,IGSF23,1.67580933921442e-63
ldl,19,45284266,45299199,CBLC,7.6526436724166e-224
ldl,19,45316372,45323471,BCAM,3.53110660612297e-73
ldl,19,45351516,45390333,PVRL2,0.0
ldl,19,45394969,45405062,TOMM40,6.23215608831638e-262
ldl,19,45410002,45412079,APOE,0.0
ldl,19,45461980,45489674,CLPTM1,3.86652802114128e-10
ldl,19,45543755,45573405,CLASRP,9.58674967942896e-10
ldl,19,45670248,45673929,TRAPPC6A,2.8849663145991903e-15
ldl,19,45854919,45867259,ERCC2,5.9158679649608e-12
ldl,19,46292649,46295223,DMWD,2.12377440006721e-30
ldl,2,20891887,20991348,C2orf43,7.68025728806655e-28
ldl,2,21225500,21261998,APOB,8.93513015136314e-108
ldl,2,44040401,44065090,ABCG5,7.59181373427512e-28
ldl,2,44066247,44102197,ABCG8,1.01848988306637e-48
ldl,2,203820923,203846817,ALS2CR8,4.93253273781136e-08
ldl,20,42988702,43057480,HNF4A,5.2524651615947e-13
ldl,4,69342169,69349059,TMPRSS11E,1.77644949473347e-10
ldl,5,74682474,74797907,COL4A3BP,7.08405928231389e-21
ldl,5,155759874,156184254,SGCD,7.03048371741843e-08
ldl,5,156457328,156482296,HAVCR1,3.01366896181245e-11
ldl,6,25762241,25779000,SLC17A4,5.14076406318944e-10
ldl,6,31098832,31107648,PSORS1C1,1.08889098362847e-13
ldl,6,31110391,31125257,CCHCR1,3.1516202148153e-11
ldl,6,31498497,31507834,DDX39B,7.256034420520179e-13
ldl,6,32261507,32339076,C6orf10,8.84656805309358e-11
ldl,6,32605326,32609813,HLA-DQA1,6.991719252298541e-31
ldl,6,160394730,160519228,IGF2R,1.45893608718403e-16
ldl,6,160544961,160578860,SLC22A1,1.49434553620154e-08
ldl,6,160779213,160857193,SLC22A3,2.0891531682758506e-21
ldl,6,160952816,161083025,LPA,2.0249155609759398e-48
ldl,8,28826203,28901692,HMBOX1,3.2683078423412902e-09
lipo_a,17,64208285,64222164,APOH,2.91525918941354e-10
lipo_a,19,45284266,45299199,CBLC,3.83522991428188e-11
lipo_a,19,45351516,45390333,PVRL2,5.71630776668409e-18
lipo_a,19,45410002,45412079,APOE,6.3285701551332295e-83
lipo_a,6,158735090,158917164,TULP4,1.01912261751501e-12
lipo_a,6,159593984,159691657,FNDC1,2.70289508279981e-27
lipo_a,6,160162439,160171380,WTAP,3.0869141675906897e-22
lipo_a,6,160191237,160198395,ACAT2,2.25027263229956e-35
lipo_a,6,160234625,160241351,PNLDC1,8.99035829836827e-30
lipo_a,6,160394730,160519228,IGF2R,0.0
lipo_a,6,160544961,160578860,SLC22A1,6.46747609034187e-307
lipo_a,6,160644552,160671737,SLC22A2,3.32055495097795e-249
lipo_a,6,160779213,160857193,SLC22A3,0.0
lipo_a,6,160952816,161083025,LPA,0.0
lipo_a,6,161137779,161173349,PLG,1.01942356093157e-296
lipo_a,6,161414391,161522595,MAP3K4,0.0
lipo_a,6,161560461,161651368,AGPAT4,0.0
lipo_a,6,161775288,163140694,PARK2,1.61938212203062e-32
microalbumin,10,16870912,17167732,CUBN,8.45281107551104e-17
phosphate,1,20992819,21043790,KIF17,6.17042743009442e-12
phosphate,1,21088111,21100876,HP1BP3,4.7505892109001e-08
phosphate,1,21152384,21325360,EIF4G3,2.11500992064613e-26
phosphate,1,21552149,21671184,ECE1,2.3808016153889697e-12
phosphate,1,21883742,21894307,ALPL,2.64803075827292e-21
phosphate,1,21924912,21976289,RAP1GAP,7.457014299712989e-33
phosphate,1,22012208,22108543,USP48,2.97086285305749e-28
phosphate,1,22151809,22256814,HSPG2,1.90919769164878e-20
phosphate,10,101808163,101837374,CPN1,1.10322904416355e-13
phosphate,10,101953275,101968237,CHUK,2.34906191165507e-08
phosphate,12,4553669,4554630,FGF6,1.49880664686751e-57
phosphate,12,4599279,4639750,C12orf4,6.068307799112051e-35
phosphate,12,4702211,4718284,DYRK4,1.42713597356109e-14
phosphate,12,123472472,123519112,PITPNM2,5.46122650020929e-09
phosphate,12,123787811,123828792,SBNO1,1.1792746607118e-08
phosphate,16,16244584,16305355,ABCC6,6.182343765991048e-29
phosphate,17,43516738,43555253,PLEKHM1,6.21602981709296e-13
phosphate,17,58681552,58740228,PPM1D,6.248230419664161e-10
phosphate,17,58762945,59466118,BCAS3,1.78081632697851e-32
phosphate,22,38517880,38560836,PLA2G6,3.93769437057045e-08
phosphate,3,121404501,121449011,GOLGB1,6.10146863333645e-17
phosphate,3,121983674,122003757,CASR,7.68158602012646e-11
phosphate,3,122174804,122209664,KPNA1,4.24434031704719e-14
phosphate,3,122251838,122277539,PARP9,1.25168156764849e-15
phosphate,5,176517170,176520243,FGFR4,9.65323253333564e-10
phosphate,5,176817636,176825069,SLC34A1,1.12340618078507e-20
phosphate,6,28543089,28546952,SCAND3,5.89115782823058e-08
phosphate,6,33602123,33653486,ITPR3,3.81523798595812e-130
phosphate,6,34287912,34354073,NUDT3,1.64137191494839e-08
phosphate,6,131898208,131945474,ARG1,4.4639798780182e-13
phosphate,6,132136025,132209893,ENPP1,1.03168605946737e-37
shbg,1,27027651,27093657,ARID1A,1.53455908250485e-14
shbg,1,27278023,27278573,C1orf172,4.74965475704762e-13
shbg,10,63668161,63847565,ARID5B,5.02030674882745e-22
shbg,10,64927823,65220711,JMJD1C,8.34365626780356e-88
shbg,10,65315397,65378695,REEP3,1.1678217911432e-24
shbg,11,118311869,118392566,MLL,5.750076291639031e-10
shbg,12,21171495,21235850,SLCO1B7,1.2219143357649198e-11
shbg,12,21295279,21391976,SLCO1B1,1.71711821609216e-09
shbg,12,21457434,21487544,SLCO1A2,3.39574274476138e-09
shbg,12,21592094,21613270,PYROXD1,8.70053066601257e-08
shbg,12,111490653,111785515,CUX2,4.88023264619346e-27
shbg,12,121079806,121090195,CABP1,4.56650013358484e-08
shbg,12,121208238,121334133,SPPL3,3.47081607425468e-10
shbg,12,121416864,121438844,HNF1A,7.12403935855795e-15
shbg,12,121445728,121454148,C12orf43,6.66270376974873e-11
shbg,12,121458400,121476423,OASL,7.11106803670767e-12
shbg,14,50603986,50696798,SOS2,2.24349986702939e-21
shbg,14,50715642,50778816,L2HGDH,1.00618755344142e-14
shbg,14,94642417,94742263,PPP4R4,5.21659834511909e-36
shbg,14,94844843,94849201,SERPINA1,7.93590956033542e-122
shbg,15,42683787,42703356,CAPN3,5.82906981825632e-11
shbg,15,43818079,43820717,MAP1A,1.18452549962001e-36
shbg,15,44856015,44944037,SPG11,1.5099113231068301e-15
shbg,17,7217099,7217944,GPS2,2.78087168052502e-11
shbg,17,7221197,7225425,NEURL4,4.96476206812702e-08
shbg,17,7246851,7254315,ACAP1,1.2017448360418e-29
shbg,17,7391524,7410212,POLR2A,1.7119933512361902e-54
shbg,17,7452977,7462555,TNFSF12-TNFSF13,6.39069619144546e-97
shbg,17,7625204,7736242,DNAH2,4.97483349884337e-55
shbg,17,7789775,7814099,CHD3,2.83974521421958e-30
shbg,17,7837228,7851278,CNTROB,3.33210648003892e-139
shbg,17,7944069,7947039,ALOX15B,6.41988859324122e-18
shbg,17,38545824,38548163,TOP2A,1.6249795044768197e-11
shbg,17,38601397,38611126,IGFBP4,7.48089442924736e-11
shbg,17,45412629,45505768,C17orf57,5.15434053041601e-12
shbg,17,47210469,47246956,B4GALNT2,3.97713190780922e-13
shbg,17,47292698,47298966,ABI3,1.8439648263339502e-14
shbg,17,47576580,47588761,NGFR,4.24208428165679e-21
shbg,17,64208285,64222164,APOH,2.46910847150652e-23
shbg,17,64304804,64796272,PRKCA,6.70697533341663e-12
shbg,19,17212989,17318012,MYO9B,8.24158251128824e-53
shbg,19,18326191,18329784,PDE4C,6.341681499645161e-15
shbg,2,26924018,26948154,KCNK3,3.17811540415189e-08
shbg,2,27125195,27167617,DPYSL5,2.44878195498899e-08
shbg,2,27323198,27326067,CGREF1,6.39963736491114e-19
shbg,2,27423913,27430237,SLC5A6,1.86537282293011e-16
shbg,2,27505758,27526463,TRIM54,3.98018051747909e-24
shbg,2,27587724,27590666,EIF2B4,1.04245320497267e-11
shbg,2,27611454,27623999,PPM1G,2.09641846977433e-14
shbg,2,27887160,27907444,SLC4A1AP,9.58578005699074e-17
shbg,2,28011829,28106866,RBKS,1.80298849452924e-14
shbg,2,28122890,28546682,BRE,1.55012394730799e-29
shbg,22,44322922,44341300,PNPLA3,2.73059905553751e-08
shbg,22,44355693,44391686,SAMM50,1.36960666173877e-10
shbg,3,135721036,135854035,PPP2R3A,1.30892699985756e-18
shbg,3,136062523,136295540,STAG1,5.19906735245816e-13
shbg,4,2883172,2916762,ADD1,5.95007871861952e-08
shbg,4,3443993,3451109,HGFAC,3.13068521096207e-16
shbg,4,3469443,3494898,DOK7,7.9355215421072e-11
shbg,4,69342169,69349059,TMPRSS11E,3.45658560769859e-29
shbg,4,87873164,88046938,AFF1,4.9336991028589e-12
shbg,6,31591808,31605199,PRRC2A,1.1779464610545e-09
shbg,6,31850332,31864674,EHMT2,5.29516883673864e-08
shbg,6,32549284,32554386,HLA-DRB1,3.9494346237845e-08
shbg,6,34287912,34354073,NUDT3,1.51531240624081e-13
shbg,6,160952816,161083025,LPA,1.46433299407042e-09
shbg,7,97852399,97868033,TECPR1,5.90492108163481e-16
shbg,8,80951882,81083077,TPD52,1.74892438288471e-08
shbg,8,81415568,81426196,ZBTB10,9.20034305953043e-32
shbg,9,86464195,86518796,KIF27,7.27942463217876e-10
sodium,19,41349759,41354458,CYP2A6,5.51080448694137e-10
sodium,19,46179110,46182304,GIPR,4.69991309072022e-11
testosterone,10,64927823,65220711,JMJD1C,1.76621931467557e-31
testosterone,10,65315397,65378695,REEP3,1.46693914793161e-08
testosterone,12,2968078,2977954,FOXM1,1.3807359204799802e-35
testosterone,14,94844843,94849201,SERPINA1,1.57644313124832e-24
testosterone,15,43818079,43820717,MAP1A,9.676882621845319e-11
testosterone,17,7391524,7410212,POLR2A,4.86583039519866e-13
testosterone,17,7452977,7462555,TNFSF12-TNFSF13,2.6620693106143e-20
testosterone,17,7625204,7736242,DNAH2,7.2442734324167895e-12
testosterone,17,7837228,7851278,CNTROB,1.2974821138521699e-16
testosterone,19,17212989,17318012,MYO9B,4.00865420591416e-13
testosterone,2,27423913,27430237,SLC5A6,3.88904972398036e-10
testosterone,2,27505758,27526463,TRIM54,2.67112499896527e-08
testosterone,2,27887160,27907444,SLC4A1AP,2.13822015884556e-09
testosterone,2,28011829,28106866,RBKS,1.63410597526208e-09
testosterone,2,28122890,28546682,BRE,6.68922581770204e-08
testosterone,2,32865434,33045155,TTC27,2.9703143099098503e-19
testosterone,4,69342169,69349059,TMPRSS11E,1.48974507830439e-09
testosterone,6,32261507,32339076,C6orf10,3.54711893946441e-11
testosterone,6,32605326,32609813,HLA-DQA1,1.21325679586691e-12
testosterone,7,99250475,99272310,CYP3A5,1.17931316896607e-19
testosterone,7,100010770,100017454,ZCWPW1,1.16111659214303e-09
total_prot,1,161229484,161254246,PCP4L1,1.95504339804202e-13
total_prot,1,161736209,161919011,ATF6,8.99957361704284e-55
total_prot,13,28580587,28671088,FLT3,1.50988943310137e-09
total_prot,14,94642417,94742263,PPP4R4,9.02947073741104e-13
total_prot,14,94844843,94849201,SERPINA1,2.96951329148188e-53
total_prot,14,102815042,102825773,CINP,4.85720933474099e-08
total_prot,14,103338568,103365185,TRAF3,1.65011055766026e-15
total_prot,14,103400350,103518149,CDC42BPB,3.37418242606473e-11
total_prot,15,42683787,42703356,CAPN3,3.19000744708475e-08
total_prot,15,43818079,43820717,MAP1A,1.6224680095618299e-28
total_prot,17,7391524,7410212,POLR2A,7.334709152545501e-15
total_prot,17,16843084,16875025,TNFRSF13B,4.66953413117228e-44
total_prot,17,37939398,38013360,IKZF3,2.2142728527020096e-16
total_prot,17,43516738,43555253,PLEKHM1,1.28904222189341e-21
total_prot,17,57973920,58022484,RPS6KB1,6.07224286408581e-08
total_prot,17,67081278,67125337,ABCA6,5.62758154371962e-24
total_prot,17,67412362,67536671,MAP2K6,2.20934502243451e-09
total_prot,18,60804334,60978979,BCL2,1.0798963641612198e-11
total_prot,19,49939420,49942314,SLC17A7,1.47182129817125e-08
total_prot,19,49956690,49965688,ALDH16A1,9.96818816870473e-10
total_prot,19,50034766,50045979,RCN3,2.48628609261116e-21
total_prot,19,50109230,50123590,PRR12,3.24712284070479e-35
total_prot,19,50243794,50261641,TSKS,1.91085781117888e-13
total_prot,2,26924018,26948154,KCNK3,6.37601726432222e-08
total_prot,2,27505758,27526463,TRIM54,8.58845555784526e-08
total_prot,2,27611454,27623999,PPM1G,5.2757615165433e-08
total_prot,2,28122890,28546682,BRE,4.675691457153e-12
total_prot,4,3443993,3451109,HGFAC,4.13681749330556e-10
total_prot,5,68804987,68829459,OCLN,4.23647310565656e-08
total_prot,5,75700993,75997063,IQGAP2,5.5645206573902304e-14
total_prot,6,489202,635320,EXOC2,1.78328491774158e-13
total_prot,6,26597333,26598188,ABT1,1.3476276543103e-08
total_prot,6,29640951,29644502,ZFP57,2.81079907127335e-08
total_prot,6,30516353,30519258,GNL1,1.56261092955036e-29
total_prot,6,30646724,30651587,KIAA1949,7.71554486966863e-09
total_prot,6,31098832,31107648,PSORS1C1,1.1315144857526398e-11
total_prot,6,31110391,31125257,CCHCR1,6.20101413537391e-17
total_prot,6,31127562,31130078,TCF19,7.81747935274524e-08
total_prot,6,31498497,31507834,DDX39B,3.27621529868454e-14
total_prot,6,31513402,31514247,ATP6V1G2,1.6860688801084902e-88
total_prot,6,31655438,31669496,ABHD16A,3.93128844093676e-10
total_prot,6,31674944,31678073,LY6G6F,1.21347027264193e-08
total_prot,6,31708910,31728267,MSH5,3.26943536643194e-10
total_prot,6,31731881,31732207,C6orf26,1.9436792371191102e-09
total_prot,6,31767667,31773975,LSM2,6.7581066271627e-12
total_prot,6,31850332,31864674,EHMT2,1.45429998730497e-09
total_prot,6,31868765,31912523,ZBTB12,2.98071494641106e-23
total_prot,6,31928148,31937037,SKIV2L,1.21622853846796e-16
total_prot,6,32085278,32093922,ATF6B,9.88789602306355e-15
total_prot,6,32121659,32130329,PPT2,2.9207318144316093e-16
total_prot,6,32163274,32191457,NOTCH4,8.13165212397695e-14
total_prot,6,32261507,32339076,C6orf10,4.0797505897999794e-36
total_prot,6,32407906,32411362,HLA-DRA,7.627097941075701e-16
total_prot,6,32549284,32554386,HLA-DRB1,1.30760212421988e-15
total_prot,6,32605326,32609813,HLA-DQA1,5.21432291656448e-28
total_prot,6,32628189,32633970,HLA-DQB1,2.91258370754832e-08
total_prot,6,32709964,32714143,HLA-DQA2,2.79045175694761e-10
total_prot,6,32781112,32783896,HLA-DOB,2.14873019494162e-15
total_prot,6,32792973,32805470,TAP2,1.54290780201535e-11
total_prot,6,32822186,32826450,PSMB9,1.21543607189319e-13
total_prot,6,33045558,33053942,HLA-DPB1,2.5363630085095703e-09
total_prot,6,33269881,33280629,TAPBP,2.18659987893943e-08
triglycerides,1,62928073,63144920,DOCK7,3.5752118327317e-41
triglycerides,1,63272693,63329459,ATG4C,6.02797140589192e-26
triglycerides,1,230211473,230413313,GALNT2,2.1312150520966602e-15
triglycerides,10,63668161,63847565,ARID5B,1.08270221586241e-09
triglycerides,10,64927823,65220711,JMJD1C,2.4026916491374403e-09
triglycerides,11,64023270,64031241,PLCB3,1.09707614888566e-09
triglycerides,11,64112050,64117106,CCDC88B,9.34760659987433e-08
triglycerides,11,116620377,116639335,BUD13,0.0
triglycerides,11,116691675,116693871,APOA4,4.41878139793324e-130
triglycerides,11,117076972,117100029,PCSK7,6.32965285604479e-18
triglycerides,11,117110417,117153815,RNF214,1.04106408356488e-10
triglycerides,11,117162762,117182657,BACE1,1.9504884291630895e-122
triglycerides,11,117216213,117281566,CEP164,7.81385217367743e-29
triglycerides,11,118311869,118392566,MLL,4.39911851249718e-11
triglycerides,15,42683787,42703356,CAPN3,3.63155205313923e-15
triglycerides,15,43818079,43820717,MAP1A,2.7410781574551502e-67
triglycerides,15,44856015,44944037,SPG11,4.9131706678416905e-23
triglycerides,16,15125441,15129970,PDXDC1,3.43553486001818e-16
triglycerides,16,56996288,57017319,CETP,1.14968250789035e-14
triglycerides,17,17720319,17736925,SREBF1,4.00797999108943e-10
triglycerides,17,41926126,41939212,CD300LG,1.05619331558784e-76
triglycerides,17,64208285,64222164,APOH,4.90711210199539e-21
triglycerides,17,64304804,64796272,PRKCA,7.95135801645586e-08
triglycerides,19,8429323,8436164,ANGPTL4,4.3936500306545206e-132
triglycerides,19,8593768,8641486,MYO1F,4.19131307438647e-08
triglycerides,19,19155672,19168228,ARMC6,5.88612368857188e-13
triglycerides,19,19329924,19353979,NCAN,2.29160918338162e-16
triglycerides,19,19432416,19455864,MAU2,1.67871488724538e-24
triglycerides,19,19789528,19790178,ZNF101,4.52933337687036e-10
triglycerides,19,20208036,20223681,ZNF90,5.70849512104843e-08
triglycerides,19,45284266,45299199,CBLC,8.20284173247061e-16
triglycerides,19,45351516,45390333,PVRL2,2.93015179543268e-55
triglycerides,19,45394969,45405062,TOMM40,1.2312248157903596e-40
triglycerides,19,45410002,45412079,APOE,1.81010410948929e-117
triglycerides,19,45461980,45489674,CLPTM1,1.33610718165217e-09
triglycerides,2,21225500,21261998,APOB,9.306684522752128e-48
triglycerides,2,26924018,26948154,KCNK3,2.74314994844437e-23
triglycerides,2,27125195,27167617,DPYSL5,6.17892300407091e-11
triglycerides,2,27323198,27326067,CGREF1,2.1024193161438798e-34
triglycerides,2,27423913,27430237,SLC5A6,1.629621576097e-32
triglycerides,2,27505758,27526463,TRIM54,8.98104127083749e-53
triglycerides,2,27587724,27590666,EIF2B4,1.41274315247445e-25
triglycerides,2,27611454,27623999,PPM1G,1.64134511588678e-31
triglycerides,2,27669137,27686911,IFT172,3.20526953516612e-10
triglycerides,2,27815510,27834152,ZNF512,6.24735949639188e-08
triglycerides,2,27887160,27907444,SLC4A1AP,1.92548843772874e-33
triglycerides,2,28011829,28106866,RBKS,5.4793413197519114e-46
triglycerides,2,28122890,28546682,BRE,1.61524472783288e-70
