Trait,CHR,pStart,pEnd,Gene,pval_fastKAST
phosphate,6,33389381,33416111,SYNGAP1,1.9679369245295675e-11
phosphate,6,33602123,33653486,ITPR3,1e-14
phosphate,6,33693577,33703089,IP6K3,1e-14
phosphate,6,33745071,33756532,LEMD2,1e-14
phosphate,6,34287912,34354073,NUDT3,6.279543551812594e-11
phosphate,6,74406847,74527398,CD109,1.4858629659997293e-08
phosphate,6,108552848,108571857,SNX3,2.840303547912981e-08
phosphate,6,108887202,108980612,FOXO3,1e-14
phosphate,6,131898208,131945474,ARG1,1e-14
phosphate,6,131974983,132067478,ENPP3,1.056932319443149e-13
phosphate,6,132136025,132209893,ENPP1,1e-14
phosphate,6,135623584,135796882,AHI1,1.8025840820001802e-09
phosphate,6,136191942,136500778,PDE7B,2.135402965564026e-09
phosphate,6,151816054,151939181,C6orf97,8.949638807820293e-10
phosphate,7,101473645,101921289,CUX1,2.736902926514517e-09
phosphate,8,8646630,8749729,MFHAS1,5.548813286626598e-08
phosphate,8,76454935,76475429,HNF4G,1.6519104084622427e-08
phosphate,8,82645552,82670771,CHMP4C,1.9964877528977354e-09
potassium,6,27879200,27879982,OR2B2,1.3033020218600202e-09
potassium,6,28254862,28268824,PGBD1,3.8169556404454847e-10
potassium,6,28543089,28546952,SCAND3,5.858313834039564e-11
potassium,6,30154049,30166266,TRIM26,5.939409852828704e-08
shbg,1,16525657,16535487,ARHGEF19,1.982607855666174e-08
shbg,1,25799051,25813064,TMEM57,4.0154828906402435e-08
shbg,1,27027651,27093657,ARID1A,1e-14
shbg,1,27278023,27278573,C1orf172,1e-14
shbg,1,27437834,27480757,SLC9A1,1.8022522474403505e-08
shbg,1,39549983,39949254,MACF1,1e-14
shbg,1,50913388,51391845,FAF1,2.190191583650858e-09
shbg,1,61546697,61920769,NFIA,1.6431300764452317e-14
shbg,1,171070176,171083174,FMO3,4.4078168226491243e-08
shbg,1,196623337,196712596,CFH,3.477292487286121e-08
shbg,1,197133267,197151776,ZBTB41,1.0731697308585808e-08
shbg,1,205130413,205180474,DSTYK,8.861188116604524e-09
shbg,1,220970028,220985677,MOSC1,1e-14
shbg,1,221053545,221057739,HLX,1e-14
shbg,1,235333564,235488879,ARID4B,2.9415922808695427e-08
shbg,10,5138036,5149144,AKR1C3,1e-14
shbg,10,5241756,5260682,AKR1C4,1e-14
shbg,10,13363822,13382774,SEPHS1,4.005956411035072e-08
shbg,10,63668161,63847565,ARID5B,1e-14
shbg,10,63958638,63985100,RTKN2,5.740630193429297e-12
shbg,10,64927823,65220711,JMJD1C,1e-14
shbg,10,65315397,65378695,REEP3,1e-14
shbg,10,93562484,93603922,TNKS2,7.87148124459236e-14
shbg,11,2169660,2181073,INS-IGF2,2.6405095776560472e-08
shbg,11,16001354,16419171,SOX6,1.0087283230930666e-09
shbg,11,32955122,32996805,QSER1,3.404714621346727e-09
shbg,11,61599991,61627811,FADS2,1e-14
shbg,11,65293463,65302893,SCYL1,1.1346029671344127e-09
shbg,11,65366882,65380248,MAP3K11,1.562281981559721e-08
shbg,11,65384129,65404018,PCNXL3,8.065770273901762e-13
shbg,11,101984149,102097609,YAP1,1.6871752217539893e-08
shbg,11,118311869,118392566,MLL,3.818953264733693e-09
shbg,12,20522252,20831714,PDE3A,1.9317880628477724e-12
shbg,12,21171495,21235850,SLCO1B7,3.842215434701757e-09
shbg,12,21295279,21391976,SLCO1B1,1e-14
shbg,12,21457434,21487544,SLCO1A2,1.6209256159527282e-14
shbg,12,46140415,46267260,ARID2,9.02179979611617e-08
shbg,12,50901882,51130360,DIP2B,5.242473122279989e-13
shbg,12,51193709,51213433,ATF1,1.2434497875801752e-14
shbg,12,51236802,51272984,TMPRSS12,6.389333506717776e-12
shbg,12,111490653,111785515,CUX2,1e-14
shbg,12,121079806,121090195,CABP1,2.8626878645354736e-11
shbg,12,121208238,121334133,SPPL3,2.153832667772804e-14
shbg,12,121416864,121438844,HNF1A,1e-14
shbg,12,121445728,121454148,C12orf43,1e-14
shbg,12,121458400,121476423,OASL,1.0899059432745162e-12
shbg,13,95258944,95273447,GPR180,5.1400439460280716e-11
shbg,14,24791136,24803710,ADCY4,5.0873605772494563e-08
shbg,14,24869751,24885606,NYNRIN,4.7073456244106644e-14
shbg,14,50603986,50696798,SOS2,2.4646951146678475e-14
shbg,14,94642417,94742263,PPP4R4,1e-14
shbg,14,94844843,94849201,SERPINA1,1e-14
shbg,14,105239192,105256187,AKT1,1.2501510937568128e-09
shbg,15,42683787,42703356,CAPN3,1.3293481870846335e-09
shbg,15,43818079,43820717,MAP1A,1e-14
shbg,15,44856015,44944037,SPG11,3.719247132494274e-13
shbg,15,51006324,51051044,SPPL2A,6.538174224246518e-09
shbg,15,53059310,53081800,ONECUT1,1e-14
shbg,15,63813743,63878692,USP3,2.9417646096874254e-08
shbg,15,63906609,64057333,HERC1,5.593000385051283e-08
shbg,16,3709326,3765035,TRAP1,2.2489924922375337e-08
shbg,16,15131974,15148646,NTAN1,8.481771285318018e-09
shbg,16,53749128,54137949,FTO,5.123931612338595e-09
shbg,16,88023049,88109127,BANP,2.76445533131664e-14
shbg,17,1621714,1640793,WDR81,1e-14
shbg,17,1648294,1657653,SERPINF2,1e-14
shbg,17,7098434,7118322,DLG4,1.1768364061026661e-14
shbg,17,7129898,7134129,DVL2,1e-14
shbg,17,7217099,7217944,GPS2,1e-14
shbg,17,7221197,7225425,NEURL4,1.8973711490843925e-13
shbg,17,7246851,7254315,ACAP1,1e-14
shbg,17,7286326,7291404,TNK1,1e-14
shbg,17,7391524,7410212,POLR2A,1e-14
shbg,17,7452977,7462555,TNFSF12-TNFSF13,1e-14
shbg,17,7625204,7736242,DNAH2,1e-14
shbg,17,7789775,7814099,CHD3,1e-14
shbg,17,7837228,7851278,CNTROB,1e-14
shbg,17,7944069,7947039,ALOX15B,1e-14
shbg,17,9557439,9628951,USP43,6.4781496278421e-08
shbg,17,17414196,17474862,PEMT,4.2428286550766365e-08
shbg,17,18031005,18055903,MYO15A,5.2485682466851806e-11
shbg,17,18219742,18221134,SMCR8,5.756721321859004e-09
shbg,17,18232096,18256979,SHMT1,3.877907217564314e-09
shbg,17,29431798,29685660,NF1,1.4918156265864013e-08
shbg,17,38545824,38548163,TOP2A,3.7058689450475406e-11
shbg,17,38601397,38611126,IGFBP4,1.2808071270242751e-09
shbg,17,45333743,45385012,ITGB3,1e-14
shbg,17,45412629,45505768,C17orf57,1e-14
shbg,17,45810919,45817367,TBX21,1.2203460464377258e-11
shbg,17,47210469,47246956,B4GALNT2,1e-14
shbg,17,47292698,47298966,ABI3,1e-14
shbg,17,47483672,47490261,PHB,1e-14
shbg,17,47576580,47588761,NGFR,2.2859492077031973e-13
shbg,17,64208285,64222164,APOH,4.8714476896805075e-11
shbg,17,65103042,65212042,HELZ,2.825145994922451e-08
shbg,17,73215140,73228385,NUP85,1e-14
shbg,18,60804334,60978979,BCL2,1.500851354307997e-08
shbg,19,7119018,7284870,INSR,1e-14
shbg,19,17212989,17318012,MYO9B,1e-14
shbg,19,18171683,18194511,IL12RB1,8.272610374504552e-09
shbg,19,18214031,18255359,MAST3,2.3647750424515834e-14
shbg,19,18326191,18329784,PDE4C,2.7173929773027797e-11
shbg,19,18367995,18380072,KIAA1683,1.490852241659013e-08
shbg,19,33881128,34001331,PEPD,7.773548471590175e-11
shbg,19,35535289,35555683,HPN,1e-14
shbg,19,38229926,38246606,ZNF573,4.2884177320345884e-09
shbg,19,45394969,45405062,TOMM40,4.4526837217340194e-08
shbg,19,45410002,45412079,APOE,4.332962211250901e-09
shbg,19,47570343,47602356,ZC3H4,3.968864259462634e-08
shbg,2,26924018,26948154,KCNK3,2.1513218095847723e-08
shbg,2,27323198,27326067,CGREF1,1e-14
shbg,2,27423913,27430237,SLC5A6,1e-14
shbg,2,27505758,27526463,TRIM54,1e-14
shbg,2,27587724,27590666,EIF2B4,1e-14
shbg,2,27611454,27623999,PPM1G,1.3988810110276972e-14
shbg,2,27669137,27686911,IFT172,1e-14
shbg,2,27799773,27801759,C2orf16,1e-14
shbg,2,27815510,27834152,ZNF512,1e-14
shbg,2,27887160,27907444,SLC4A1AP,1e-14
shbg,2,28011829,28106866,RBKS,1.9386714456004484e-12
shbg,2,28122890,28546682,BRE,1e-14
shbg,2,70485320,70501283,PCYOX1,1.177946629127291e-13
shbg,2,165545615,165688494,COBLL1,4.8849813083506894e-14
shbg,20,32988931,33081476,ITCH,4.357634142415634e-09
shbg,20,39658819,39743905,TOP1,1.0948553175182951e-10
shbg,20,42988702,43057480,HNF4A,1e-14
shbg,20,62340115,62364516,ZGPAT,1.3830026013295083e-10
shbg,21,40566372,40670460,BRWD1,8.82268174073886e-08
shbg,22,28378384,29056152,TTC28,3.733791054116864e-12
shbg,22,29088123,29130012,CHEK2,1e-14
shbg,22,30688488,30714123,TBC1D10A,1.896937185108527e-08
shbg,22,44322922,44341300,PNPLA3,1e-14
shbg,22,44355693,44391686,SAMM50,1e-14
shbg,3,12393125,12475557,PPARG,1e-14
shbg,3,46965111,47011310,CCDC12,4.636180328532191e-12
shbg,3,47022143,47045846,NBEAL2,1.677228267382702e-08
shbg,3,47079112,47185650,SETD2,3.9389658201827155e-10
shbg,3,47270336,47305025,KIF9,6.98308078028731e-12
shbg,3,47328744,47371222,KLHL18,4.6542438791874474e-09
shbg,3,47441508,47452583,PTPN23,2.4076152183027943e-10
shbg,3,47895705,48040283,MAP4,1.162924201381088e-10
shbg,3,48205625,48229366,CDC25A,4.4571013546601534e-12
shbg,3,48616291,48628014,COL7A1,3.5957767874350566e-09
shbg,3,48965078,49019488,ARIH2,1e-14
shbg,3,49768927,49771943,IP6K1,1e-14
shbg,3,49868804,49869243,TRAIP,1e-14
shbg,3,50005916,50112998,RBM6,1e-14
shbg,3,135721036,135854035,PPP2R3A,1e-14
shbg,3,135974216,136032049,PCCB,1e-14
shbg,3,136062523,136295540,STAG1,1e-14
shbg,3,136677064,136720481,IL20RB,1e-14
shbg,4,2883172,2916762,ADD1,3.948081528371006e-09
shbg,4,2942685,2953102,NOP14,2.577153046523506e-09
shbg,4,3318726,3434931,RGS12,1e-14
shbg,4,3443993,3451109,HGFAC,1e-14
shbg,4,3469443,3494898,DOK7,1e-14
shbg,4,3516559,3532784,LRPAP1,1e-14
shbg,4,69342169,69349059,TMPRSS11E,1e-14
shbg,4,77173914,77204500,FAM47E,1e-14
shbg,4,77236034,77306786,CCDC158,1.18585807840077e-10
shbg,4,87753862,87770252,SLC10A6,7.527312106958561e-14
shbg,4,87873164,88046938,AFF1,1e-14
shbg,4,99997409,100006645,ADH5,1.885158695813516e-13
shbg,4,100045616,100062819,ADH4,1e-14
shbg,4,159719539,159949116,FNIP2,1.4277468096679513e-12
shbg,4,170984749,171008696,AADAT,1.6132887248332395e-09
shbg,5,53188320,53606295,ARL15,3.852473895449293e-13
shbg,6,7186801,7248990,RREB1,7.061018436615997e-14
shbg,6,28117105,28121278,ZNF192,2.047078284661552e-09
shbg,6,31098832,31107648,PSORS1C1,9.92317339409965e-13
shbg,6,31110391,31125257,CCHCR1,2.6156854460168693e-13
shbg,6,31132649,31138107,POU5F1,2.109423746787797e-14
shbg,6,31469468,31477681,MICB,2.3037127760972e-12
shbg,6,31496915,31497706,MCCD1,3.9634961979118095e-14
shbg,6,31498497,31507834,DDX39B,4.596323321948149e-14
shbg,6,31515799,31525448,NFKBIL1,1.8702595028230465e-11
shbg,6,31607111,31618761,BAG6,2.7228219678931964e-12
shbg,6,31937762,31939345,DOM3Z,5.399791724869374e-11
shbg,6,32121659,32130329,PPT2,1e-14
shbg,6,32941191,32946133,BRD2,1.175404507058886e-08
shbg,6,34287912,34354073,NUDT3,1.5804024755539103e-11
shbg,6,160779213,160857193,SLC22A3,7.270939406112119e-11
shbg,6,160952816,161083025,LPA,5.984102102729595e-14
shbg,7,1855870,2266139,MAD1L1,9.535815248540302e-09
shbg,7,27875642,28210660,JAZF1,7.05072444873167e-10
shbg,7,97739317,97832980,LMTK2,3.3750779948604765e-14
shbg,7,97852399,97868033,TECPR1,1e-14
shbg,7,97926339,98027488,BAIAP2L1,1e-14
shbg,7,100406207,100423845,EPHB4,3.4842793761313835e-08
shbg,7,101473645,101921289,CUX1,3.090834144181542e-09
shbg,7,102464882,102644561,FBXL13,6.294856214061896e-08
shbg,8,23391947,23426810,SLC25A37,8.089161185331761e-08
shbg,8,42279513,42324765,SLC20A2,5.465219565792268e-08
shbg,8,59325371,59349053,UBXN2B,6.903655425105625e-10
shbg,8,59524884,59570619,NSMAF,1.8248418331978651e-09
shbg,8,81415568,81426196,ZBTB10,1e-14
shbg,8,81582148,81733554,ZNF704,1e-14
shbg,8,145678363,145689667,CYHR1,2.63152610813222e-10
shbg,8,145729727,145730330,GPT,3.2545743877676614e-11
shbg,8,145756173,145822632,ARHGAP39,6.547442144011484e-09
shbg,9,3828609,4283137,GLIS3,4.506778283897006e-08
shbg,9,6534845,6645251,GLDC,5.370431455098412e-08
shbg,9,86278913,86282674,UBQLN1,1e-14
shbg,9,86366968,86411840,GKAP1,1e-14
shbg,9,86464195,86518796,KIF27,1e-14
shbg,9,117166206,117266965,DFNB31,9.046332594131457e-08
shbg,9,123404576,123476257,MEGF9,1.2348690958674522e-09
shbg,9,131465481,131476649,PKN3,1e-14
shbg,9,131497832,131504316,ZER1,1e-14
shbg,9,137220075,137328442,RXRA,1e-14
shbg,9,139089679,139092571,LHX3,2.892863726344785e-10
shbg,9,139101583,139131315,QSOX2,2.302602553072575e-13
sodium,1,204587047,204589101,LRRN2,3.9330971368656265e-08
sodium,10,64927823,65220711,JMJD1C,2.652809638625797e-09
sodium,16,53749128,54137949,FTO,7.591927086991745e-12
sodium,19,41349759,41354458,CYP2A6,3.332448095250129e-09
sodium,19,46179110,46182304,GIPR,6.669209628995532e-11
sodium,2,27799773,27801759,C2orf16,9.674605561116324e-11
sodium,2,27815510,27834152,ZNF512,1.2756462552943049e-13
testosterone,1,179275519,179319816,SOAT1,3.843620788313018e-08
testosterone,1,179338909,179543725,AXDND1,8.052725153362417e-11
testosterone,10,5241756,5260682,AKR1C4,1.1778300557097054e-10
testosterone,10,64927823,65220711,JMJD1C,1e-14
testosterone,10,65315397,65378695,REEP3,1e-14
testosterone,10,104698571,104836853,CNNM2,4.092580063730367e-08
testosterone,12,2968078,2977954,FOXM1,1e-14
testosterone,14,94844843,94849201,SERPINA1,1e-14
testosterone,15,43571211,43588888,TGM7,3.3897331608301335e-08
testosterone,15,43818079,43820717,MAP1A,1.1450032033621935e-09
testosterone,15,51507874,51533007,CYP19A1,6.853804190853906e-10
testosterone,16,81491081,81742741,CMIP,7.874742413704894e-09
testosterone,17,7391524,7410212,POLR2A,1e-14
testosterone,17,7452977,7462555,TNFSF12-TNFSF13,1e-14
testosterone,17,7625204,7736242,DNAH2,1e-14
testosterone,17,7789775,7814099,CHD3,1.695599460838082e-08
testosterone,17,7837228,7851278,CNTROB,3.043121310497554e-13
testosterone,17,7944069,7947039,ALOX15B,4.37455479618265e-08
testosterone,17,47292698,47298966,ABI3,1.910748448352706e-09
testosterone,18,71928150,71951713,CYB5A,7.278622149442526e-13
testosterone,2,27423913,27430237,SLC5A6,1.2920875480659788e-10
testosterone,2,27505758,27526463,TRIM54,5.87990078848577e-09
testosterone,2,27587724,27590666,EIF2B4,4.5741188614556456e-14
testosterone,2,27669137,27686911,IFT172,1.0158540675320182e-13
testosterone,2,27799773,27801759,C2orf16,1e-14
testosterone,2,27815510,27834152,ZNF512,1e-14
testosterone,2,27887160,27907444,SLC4A1AP,5.305755834683623e-13
testosterone,2,28011829,28106866,RBKS,2.3154370198952282e-08
testosterone,2,28122890,28546682,BRE,4.75667283339476e-11
testosterone,2,32865434,33045155,TTC27,7.194725926140676e-10
testosterone,2,234526871,234678668,UGT1A8,7.241727439932788e-09
testosterone,22,44322922,44341300,PNPLA3,4.5644432677960367e-10
testosterone,22,44355693,44391686,SAMM50,1.5361312222239576e-10
testosterone,4,3443993,3451109,HGFAC,6.038503030936226e-13
testosterone,4,3469443,3494898,DOK7,3.546675242382946e-08
testosterone,4,69342169,69349059,TMPRSS11E,3.575424623036838e-09
testosterone,6,30855907,30865279,DDR1,3.683466864856655e-10
testosterone,6,30878523,30881103,GTF2H4,2.9697355685698312e-12
testosterone,6,30882277,30893941,VARS2,2.1298518504409003e-12
testosterone,6,30912481,30920086,DPCR1,9.819367541297196e-11
testosterone,6,31731881,31732207,C6orf26,9.949950641185978e-09
testosterone,6,31937762,31939345,DOM3Z,8.621807245923209e-08
testosterone,6,32121659,32130329,PPT2,2.047093383694687e-09
testosterone,6,32134510,32135137,EGFL8,3.3909797192421815e-10
testosterone,6,32146492,32148031,RNF5,5.062364971664124e-10
testosterone,6,32149883,32151934,AGER,4.715177848169105e-08
testosterone,6,32163274,32191457,NOTCH4,1.7042975919423495e-09
testosterone,6,32605326,32609813,HLA-DQA1,3.8622516296271664e-10
testosterone,7,72864869,72934080,BAZ1B,6.795102591716784e-09
testosterone,7,72951881,72971231,BCL7B,8.971265175183873e-09
testosterone,7,73012042,73026378,MLXIPL,4.274953724348052e-10
testosterone,7,97852399,97868033,TECPR1,1e-14
testosterone,7,97926339,98027488,BAIAP2L1,9.62752100264197e-12
testosterone,7,99021623,99063739,ATP5J2-PTCD1,1e-14
testosterone,7,99104686,99128918,ZKSCAN5,1e-14
testosterone,7,99250475,99272310,CYP3A5,6.634692795159935e-13
testosterone,7,100010770,100017454,ZCWPW1,6.17284001691587e-14
testosterone,7,137765427,137797102,AKR1D1,2.9887203822909214e-13
total_prot,1,25236934,25286151,RUNX3,7.2192252176250804e-12
total_prot,1,39549983,39949254,MACF1,4.362157124404576e-08
total_prot,1,46086077,46087577,CCDC17,7.729606865680695e-08
total_prot,1,46094027,46124663,GPBP1L1,4.546537812899487e-09
total_prot,1,46284246,46501359,MAST2,2.882107774659914e-09
total_prot,1,46521559,46595329,PIK3R3,1.6210603304145366e-08
total_prot,1,92981330,93257374,EVI5,5.643263634169672e-13
total_prot,1,93323394,93425990,FAM69A,4.797571229175901e-10
total_prot,1,154303228,154316996,ATP8B2,1.5053076563020795e-09
total_prot,1,161229484,161254246,PCP4L1,1e-14
total_prot,1,161302257,161325836,SDHC,9.215005092322316e-08
total_prot,1,161677350,161680518,FCRLA,1e-14
total_prot,1,161736209,161919011,ATF6,1e-14
total_prot,10,6055124,6102012,IL2RA,5.828717175582199e-09
total_prot,11,9803394,10268593,SBF2,1.5197665348409828e-10
total_prot,11,61524119,61553201,C11orf9,1.3358159023368898e-10
total_prot,11,61599991,61627811,FADS2,1e-14
total_prot,11,65349756,65359535,EHBP1L1,2.607916105290542e-10
total_prot,11,128333805,128436400,ETS1,1.5216539139828456e-10
total_prot,12,12879057,12939892,APOLD1,3.2397300619990694e-08
total_prot,12,112869780,112935344,PTPN11,2.662807752074059e-10
total_prot,13,28580587,28671088,FLT3,1.9993839917020748e-10
total_prot,13,51294123,51415234,DLEU7,8.070913337654417e-08
total_prot,13,110960712,111164258,COL4A2,1e-14
total_prot,14,94642417,94742263,PPP4R4,7.105649402205927e-12
total_prot,14,94844843,94849201,SERPINA1,1e-14
total_prot,14,102607450,102682094,WDR20,4.418901355940363e-09
total_prot,14,102698034,102748079,RAGE,1.0554619400693355e-09
total_prot,14,102815042,102825773,CINP,8.266026418901617e-09
total_prot,14,103338568,103365185,TRAF3,1e-14
total_prot,14,103400350,103518149,CDC42BPB,1.1449063919144464e-11
total_prot,15,43818079,43820717,MAP1A,1e-14
total_prot,15,60796818,61519574,RORA,5.000866387661063e-11
total_prot,15,77291184,77323029,PSTPIP1,1.1975975766631564e-12
total_prot,15,77407114,77471894,PEAK1,6.955886200366024e-09
total_prot,15,78295562,78369815,TBC1D2B,2.0206059048177852e-14
total_prot,16,11039635,11269399,CLEC16A,1.0900426117288477e-08
total_prot,17,1621714,1640793,WDR81,1e-14
total_prot,17,1648294,1657653,SERPINF2,1e-14
total_prot,17,1935204,1943880,DPH1,2.19824158875781e-14
total_prot,17,1965542,2202943,SMG6,1e-14
total_prot,17,7452977,7462555,TNFSF12-TNFSF13,1e-14
total_prot,17,7625204,7736242,DNAH2,2.281861843922428e-08
total_prot,17,16843084,16875025,TNFRSF13B,1e-14
total_prot,17,37939398,38013360,IKZF3,1e-14
total_prot,17,43474668,43482264,ARHGAP27,1e-14
total_prot,17,43516738,43555253,PLEKHM1,1e-14
total_prot,17,44044058,44089281,MAPT,1e-14
total_prot,17,44116843,44248848,KIAA1267,7.536327117918518e-11
total_prot,17,57698208,57752869,CLTC,1e-14
total_prot,17,57839539,57916165,VMP1,1e-14
total_prot,17,57940703,57965731,TUBD1,1e-14
total_prot,17,57973920,58022484,RPS6KB1,1e-14
total_prot,17,67081278,67125337,ABCA6,4.82280881897168e-13
total_prot,18,57113149,57362210,CCBE1,8.10751021873557e-10
total_prot,18,60804334,60978979,BCL2,6.358125137495563e-11
total_prot,19,3362658,3458154,NFIC,3.8654844880525736e-08
total_prot,19,10781970,10797763,ILF3,3.591871011732195e-08
total_prot,19,16593318,16601194,CALR3,1.5753396476192453e-08
total_prot,19,19329924,19353979,NCAN,2.783635544290064e-10
total_prot,19,19388446,19413092,SUGP1,4.7509820078062155e-08
total_prot,19,35535289,35555683,HPN,1e-14
total_prot,19,45756763,45799910,MARK4,2.2106177999248192e-08
total_prot,19,49939420,49942314,SLC17A7,2.9124420986015312e-08
total_prot,19,49956690,49965688,ALDH16A1,2.968736367847669e-13
total_prot,19,50034766,50045979,RCN3,1e-14
total_prot,19,50109230,50123590,PRR12,1e-14
total_prot,19,50207774,50212024,CPT1C,2.522426711948356e-13
total_prot,19,50243794,50261641,TSKS,3.311695362384626e-11
total_prot,2,26924018,26948154,KCNK3,3.3098301877032554e-11
total_prot,2,27587724,27590666,EIF2B4,1e-14
total_prot,2,27611454,27623999,PPM1G,3.416504412712129e-09
total_prot,2,27669137,27686911,IFT172,1e-14
total_prot,2,27799773,27801759,C2orf16,1e-14
total_prot,2,27815510,27834152,ZNF512,1e-14
total_prot,2,28122890,28546682,BRE,1e-14
total_prot,2,85364093,85536415,TCF7L1,1e-14
total_prot,2,100171382,100692877,AFF3,3.868875131374239e-08
total_prot,2,111534586,111875388,ACOXL,1.4567924644381947e-10
total_prot,2,231284556,231406070,SP100,5.1101643139261916e-08
total_prot,20,33592122,33678636,TRPC4AP,3.083349731092255e-08
total_prot,22,30186139,30223584,ASCC2,4.340972026284362e-14
total_prot,22,30489945,30567958,HORMAD2,1e-14
total_prot,3,12393125,12475557,PPARG,1e-14
total_prot,3,58247600,58279129,ABHD6,1.0773504310890304e-10
total_prot,3,58373167,58410164,PXK,7.70807639938198e-10
total_prot,3,58497779,58510664,ACOX2,4.5566550532782906e-11
total_prot,3,133467517,133494354,TF,2.273240706784918e-09
total_prot,3,135721036,135854035,PPP2R3A,2.282618538629322e-13
total_prot,3,135974216,136032049,PCCB,1.856736986383112e-12
total_prot,3,136062523,136295540,STAG1,1e-14
total_prot,3,141206800,141307120,RASA2,1.2344514410678188e-08
total_prot,4,3318726,3434931,RGS12,2.289816891654084e-09
total_prot,4,3443993,3451109,HGFAC,1e-14
total_prot,4,3469443,3494898,DOK7,1e-14
total_prot,4,3516559,3532784,LRPAP1,7.19390689241095e-08
total_prot,4,79697870,79832706,BMP2K,6.056837142942584e-09
total_prot,4,101952025,102264870,PPP3CA,1.4379074819714788e-08
total_prot,4,102713097,102975423,BANK1,1e-14
total_prot,4,103486988,103535881,NFKB1,1e-14
total_prot,4,120424580,120542870,PDE5A,4.761317340395976e-09
total_prot,5,1257621,1294166,TERT,6.852450840089119e-08
total_prot,5,55402013,55512537,ANKRD55,1e-14
total_prot,5,68804987,68829459,OCLN,9.528842159767235e-10
total_prot,5,95234791,95294462,ELL2,1e-14
total_prot,5,149434954,149465491,CSF1R,1.586854980750729e-09
total_prot,6,489202,635320,EXOC2,4.5910000912030575e-08
total_prot,6,26091179,26094130,HFE,2.8720551936700645e-08
total_prot,6,26367218,26374549,BTN3A2,7.638334409421078e-14
total_prot,6,26388405,26392629,BTN2A2,5.671907388205e-12
total_prot,6,26462356,26474742,BTN2A1,1e-14
total_prot,6,26501897,26509382,BTN1A1,1.28198722748607e-08
total_prot,6,27879200,27879982,OR2B2,1e-14
total_prot,6,28094432,28097193,ZSCAN16,1e-14
total_prot,6,28195521,28198755,ZNF193,5.135250003007741e-10
total_prot,6,28213918,28217797,ZKSCAN4,1e-14
total_prot,6,28254862,28268824,PGBD1,1e-14
total_prot,6,28327371,28333396,ZKSCAN3,5.687497139916785e-10
