Trait,CHR,pStart,pEnd,Gene,pval_fastKAST,pval_skat
phosphate,12,4553669,4554630,FGF6,1e-14,1.49880664686751e-57
phosphate,12,4599279,4639750,C12orf4,1e-14,6.068307799112051e-35
phosphate,12,4702211,4718284,DYRK4,1e-14,1.42713597356109e-14
phosphate,12,123472472,123519112,PITPNM2,6.8056846824759995e-09,5.46122650020929e-09
phosphate,12,123787811,123828792,SBNO1,3.840097795304587e-09,1.1792746607118e-08
phosphate,16,16244584,16305355,ABCC6,1e-14,6.182343765991048e-29
phosphate,17,43516738,43555253,PLEKHM1,9.560130465047225e-13,6.21602981709296e-13
phosphate,17,58681552,58740228,PPM1D,1.7849083322474255e-09,6.248230419664161e-10
phosphate,17,58762945,59466118,BCAS3,1e-14,1.78081632697851e-32
phosphate,22,38517880,38560836,PLA2G6,1e-14,3.93769437057045e-08
phosphate,3,121404501,121449011,GOLGB1,1.2836287588413596e-11,6.10146863333645e-17
phosphate,3,121983674,122003757,CASR,1e-14,7.68158602012646e-11
phosphate,3,122174804,122209664,KPNA1,1e-14,4.24434031704719e-14
phosphate,3,122251838,122277539,PARP9,1e-14,1.25168156764849e-15
phosphate,5,176517170,176520243,FGFR4,1.5067935787982378e-10,9.65323253333564e-10
phosphate,5,176817636,176825069,SLC34A1,1e-14,1.12340618078507e-20
phosphate,6,33602123,33653486,ITPR3,1e-14,3.81523798595812e-130
phosphate,6,34287912,34354073,NUDT3,6.279543551812594e-11,1.64137191494839e-08
phosphate,6,131898208,131945474,ARG1,1e-14,4.4639798780182e-13
phosphate,6,132136025,132209893,ENPP1,1e-14,1.03168605946737e-37
shbg,1,27027651,27093657,ARID1A,1e-14,1.53455908250485e-14
shbg,1,27278023,27278573,C1orf172,1e-14,4.74965475704762e-13
shbg,10,63668161,63847565,ARID5B,1e-14,5.02030674882745e-22
shbg,10,64927823,65220711,JMJD1C,1e-14,8.34365626780356e-88
shbg,10,65315397,65378695,REEP3,1e-14,1.1678217911432e-24
shbg,11,118311869,118392566,MLL,3.818953264733693e-09,5.750076291639031e-10
shbg,12,21171495,21235850,SLCO1B7,3.842215434701757e-09,1.2219143357649198e-11
shbg,12,21295279,21391976,SLCO1B1,1e-14,1.71711821609216e-09
shbg,12,21457434,21487544,SLCO1A2,1.6209256159527282e-14,3.39574274476138e-09
shbg,12,111490653,111785515,CUX2,1e-14,4.88023264619346e-27
shbg,12,121079806,121090195,CABP1,2.8626878645354736e-11,4.56650013358484e-08
shbg,12,121208238,121334133,SPPL3,2.153832667772804e-14,3.47081607425468e-10
shbg,12,121416864,121438844,HNF1A,1e-14,7.12403935855795e-15
shbg,12,121445728,121454148,C12orf43,1e-14,6.66270376974873e-11
shbg,12,121458400,121476423,OASL,1.0899059432745162e-12,7.11106803670767e-12
shbg,14,50603986,50696798,SOS2,2.4646951146678475e-14,2.24349986702939e-21
shbg,14,94642417,94742263,PPP4R4,1e-14,5.21659834511909e-36
shbg,14,94844843,94849201,SERPINA1,1e-14,7.93590956033542e-122
shbg,15,42683787,42703356,CAPN3,1.3293481870846335e-09,5.82906981825632e-11
shbg,15,43818079,43820717,MAP1A,1e-14,1.18452549962001e-36
shbg,15,44856015,44944037,SPG11,3.719247132494274e-13,1.5099113231068301e-15
shbg,17,7217099,7217944,GPS2,1e-14,2.78087168052502e-11
shbg,17,7221197,7225425,NEURL4,1.8973711490843925e-13,4.96476206812702e-08
shbg,17,7246851,7254315,ACAP1,1e-14,1.2017448360418e-29
shbg,17,7391524,7410212,POLR2A,1e-14,1.7119933512361902e-54
shbg,17,7452977,7462555,TNFSF12-TNFSF13,1e-14,6.39069619144546e-97
shbg,17,7625204,7736242,DNAH2,1e-14,4.97483349884337e-55
shbg,17,7789775,7814099,CHD3,1e-14,2.83974521421958e-30
shbg,17,7837228,7851278,CNTROB,1e-14,3.33210648003892e-139
shbg,17,7944069,7947039,ALOX15B,1e-14,6.41988859324122e-18
shbg,17,38545824,38548163,TOP2A,3.7058689450475406e-11,1.6249795044768197e-11
shbg,17,38601397,38611126,IGFBP4,1.2808071270242751e-09,7.48089442924736e-11
shbg,17,45412629,45505768,C17orf57,1e-14,5.15434053041601e-12
shbg,17,47210469,47246956,B4GALNT2,1e-14,3.97713190780922e-13
shbg,17,47292698,47298966,ABI3,1e-14,1.8439648263339502e-14
shbg,17,47576580,47588761,NGFR,2.2859492077031973e-13,4.24208428165679e-21
shbg,17,64208285,64222164,APOH,4.8714476896805075e-11,2.46910847150652e-23
shbg,19,17212989,17318012,MYO9B,1e-14,8.24158251128824e-53
shbg,19,18326191,18329784,PDE4C,2.7173929773027797e-11,6.341681499645161e-15
shbg,2,26924018,26948154,KCNK3,2.1513218095847723e-08,3.17811540415189e-08
shbg,2,27323198,27326067,CGREF1,1e-14,6.39963736491114e-19
shbg,2,27423913,27430237,SLC5A6,1e-14,1.86537282293011e-16
shbg,2,27505758,27526463,TRIM54,1e-14,3.98018051747909e-24
shbg,2,27587724,27590666,EIF2B4,1e-14,1.04245320497267e-11
shbg,2,27611454,27623999,PPM1G,1.3988810110276972e-14,2.09641846977433e-14
shbg,2,27887160,27907444,SLC4A1AP,1e-14,9.58578005699074e-17
shbg,2,28011829,28106866,RBKS,1.9386714456004484e-12,1.80298849452924e-14
shbg,2,28122890,28546682,BRE,1e-14,1.55012394730799e-29
shbg,22,44322922,44341300,PNPLA3,1e-14,2.73059905553751e-08
shbg,22,44355693,44391686,SAMM50,1e-14,1.36960666173877e-10
shbg,3,135721036,135854035,PPP2R3A,1e-14,1.30892699985756e-18
shbg,3,136062523,136295540,STAG1,1e-14,5.19906735245816e-13
shbg,4,2883172,2916762,ADD1,3.948081528371006e-09,5.95007871861952e-08
shbg,4,3443993,3451109,HGFAC,1e-14,3.13068521096207e-16
shbg,4,3469443,3494898,DOK7,1e-14,7.9355215421072e-11
shbg,4,69342169,69349059,TMPRSS11E,1e-14,3.45658560769859e-29
shbg,4,87873164,88046938,AFF1,1e-14,4.9336991028589e-12
shbg,6,34287912,34354073,NUDT3,1.5804024755539103e-11,1.51531240624081e-13
shbg,6,160952816,161083025,LPA,5.984102102729595e-14,1.46433299407042e-09
shbg,7,97852399,97868033,TECPR1,1e-14,5.90492108163481e-16
shbg,8,81415568,81426196,ZBTB10,1e-14,9.20034305953043e-32
shbg,9,86464195,86518796,KIF27,1e-14,7.27942463217876e-10
sodium,19,41349759,41354458,CYP2A6,3.332448095250129e-09,5.51080448694137e-10
sodium,19,46179110,46182304,GIPR,6.669209628995532e-11,4.69991309072022e-11
testosterone,10,64927823,65220711,JMJD1C,1e-14,1.76621931467557e-31
testosterone,10,65315397,65378695,REEP3,1e-14,1.46693914793161e-08
testosterone,12,2968078,2977954,FOXM1,1e-14,1.3807359204799802e-35
testosterone,14,94844843,94849201,SERPINA1,1e-14,1.57644313124832e-24
testosterone,15,43818079,43820717,MAP1A,1.1450032033621935e-09,9.676882621845319e-11
testosterone,17,7391524,7410212,POLR2A,1e-14,4.86583039519866e-13
testosterone,17,7452977,7462555,TNFSF12-TNFSF13,1e-14,2.6620693106143e-20
testosterone,17,7625204,7736242,DNAH2,1e-14,7.2442734324167895e-12
testosterone,17,7837228,7851278,CNTROB,3.043121310497554e-13,1.2974821138521699e-16
testosterone,2,27423913,27430237,SLC5A6,1.2920875480659788e-10,3.88904972398036e-10
testosterone,2,27505758,27526463,TRIM54,5.87990078848577e-09,2.67112499896527e-08
testosterone,2,27887160,27907444,SLC4A1AP,5.305755834683623e-13,2.13822015884556e-09
testosterone,2,28011829,28106866,RBKS,2.3154370198952282e-08,1.63410597526208e-09
testosterone,2,28122890,28546682,BRE,4.75667283339476e-11,6.68922581770204e-08
testosterone,2,32865434,33045155,TTC27,7.194725926140676e-10,2.9703143099098503e-19
testosterone,4,69342169,69349059,TMPRSS11E,3.575424623036838e-09,1.48974507830439e-09
testosterone,6,32605326,32609813,HLA-DQA1,3.8622516296271664e-10,1.21325679586691e-12
testosterone,7,99250475,99272310,CYP3A5,6.634692795159935e-13,1.17931316896607e-19
testosterone,7,100010770,100017454,ZCWPW1,6.17284001691587e-14,1.16111659214303e-09
total_prot,1,161229484,161254246,PCP4L1,1e-14,1.95504339804202e-13
total_prot,1,161736209,161919011,ATF6,1e-14,8.99957361704284e-55
total_prot,13,28580587,28671088,FLT3,1.9993839917020748e-10,1.50988943310137e-09
total_prot,14,94642417,94742263,PPP4R4,7.105649402205927e-12,9.02947073741104e-13
total_prot,14,94844843,94849201,SERPINA1,1e-14,2.96951329148188e-53
total_prot,14,102815042,102825773,CINP,8.266026418901617e-09,4.85720933474099e-08
total_prot,14,103338568,103365185,TRAF3,1e-14,1.65011055766026e-15
total_prot,14,103400350,103518149,CDC42BPB,1.1449063919144464e-11,3.37418242606473e-11
total_prot,15,43818079,43820717,MAP1A,1e-14,1.6224680095618299e-28
total_prot,17,16843084,16875025,TNFRSF13B,1e-14,4.66953413117228e-44
total_prot,17,37939398,38013360,IKZF3,1e-14,2.2142728527020096e-16
total_prot,17,43516738,43555253,PLEKHM1,1e-14,1.28904222189341e-21
total_prot,17,57973920,58022484,RPS6KB1,1e-14,6.07224286408581e-08
total_prot,17,67081278,67125337,ABCA6,4.82280881897168e-13,5.62758154371962e-24
total_prot,18,60804334,60978979,BCL2,6.358125137495563e-11,1.0798963641612198e-11
total_prot,19,49939420,49942314,SLC17A7,2.9124420986015312e-08,1.47182129817125e-08
total_prot,19,49956690,49965688,ALDH16A1,2.968736367847669e-13,9.96818816870473e-10
total_prot,19,50034766,50045979,RCN3,1e-14,2.48628609261116e-21
total_prot,19,50109230,50123590,PRR12,1e-14,3.24712284070479e-35
total_prot,19,50243794,50261641,TSKS,3.311695362384626e-11,1.91085781117888e-13
total_prot,2,26924018,26948154,KCNK3,3.3098301877032554e-11,6.37601726432222e-08
total_prot,2,27611454,27623999,PPM1G,3.416504412712129e-09,5.2757615165433e-08
total_prot,2,28122890,28546682,BRE,1e-14,4.675691457153e-12
total_prot,4,3443993,3451109,HGFAC,1e-14,4.13681749330556e-10
total_prot,5,68804987,68829459,OCLN,9.528842159767235e-10,4.23647310565656e-08
total_prot,6,489202,635320,EXOC2,4.5910000912030575e-08,1.78328491774158e-13
total_prot,6,29640951,29644502,ZFP57,1e-14,2.81079907127335e-08
total_prot,6,30516353,30519258,GNL1,1e-14,1.56261092955036e-29
total_prot,6,30646724,30651587,KIAA1949,8.041944887793305e-11,7.71554486966863e-09
total_prot,6,31098832,31107648,PSORS1C1,1e-14,1.1315144857526398e-11
total_prot,6,31110391,31125257,CCHCR1,1e-14,6.20101413537391e-17
total_prot,6,31498497,31507834,DDX39B,1e-14,3.27621529868454e-14
total_prot,6,31513402,31514247,ATP6V1G2,1e-14,1.6860688801084902e-88
total_prot,6,31674944,31678073,LY6G6F,1e-14,1.21347027264193e-08
total_prot,6,31708910,31728267,MSH5,1e-14,3.26943536643194e-10
total_prot,6,31731881,31732207,C6orf26,1e-14,1.9436792371191102e-09
total_prot,6,31767667,31773975,LSM2,3.863687147998007e-12,6.7581066271627e-12
total_prot,6,31850332,31864674,EHMT2,1e-14,1.45429998730497e-09
total_prot,6,31868765,31912523,ZBTB12,3.9765990500484344e-10,2.98071494641106e-23
total_prot,6,31928148,31937037,SKIV2L,4.235167772037585e-12,1.21622853846796e-16
total_prot,6,32085278,32093922,ATF6B,1.3522516439934408e-11,9.88789602306355e-15
total_prot,6,32121659,32130329,PPT2,1e-14,2.9207318144316093e-16
total_prot,6,32163274,32191457,NOTCH4,1e-14,8.13165212397695e-14
total_prot,6,32261507,32339076,C6orf10,1e-14,4.0797505897999794e-36
total_prot,6,32407906,32411362,HLA-DRA,1e-14,7.627097941075701e-16
total_prot,6,32605326,32609813,HLA-DQA1,1e-14,5.21432291656448e-28
total_prot,6,32628189,32633970,HLA-DQB1,1e-14,2.91258370754832e-08
total_prot,6,32709964,32714143,HLA-DQA2,1e-14,2.79045175694761e-10
total_prot,6,32781112,32783896,HLA-DOB,4.285460875053104e-14,2.14873019494162e-15
total_prot,6,32792973,32805470,TAP2,1e-14,1.54290780201535e-11
total_prot,6,32822186,32826450,PSMB9,1.2330216847544762e-09,1.21543607189319e-13
total_prot,6,33045558,33053942,HLA-DPB1,1e-14,2.5363630085095703e-09
total_prot,6,33269881,33280629,TAPBP,7.52088702427045e-08,2.18659987893943e-08
triglycerides,1,62928073,63144920,DOCK7,1e-14,3.5752118327317e-41
triglycerides,1,63272693,63329459,ATG4C,1e-14,6.02797140589192e-26
triglycerides,1,230211473,230413313,GALNT2,1e-14,2.1312150520966602e-15
triglycerides,10,63668161,63847565,ARID5B,4.941096420907343e-10,1.08270221586241e-09
triglycerides,10,64927823,65220711,JMJD1C,1e-14,2.4026916491374403e-09
triglycerides,11,64023270,64031241,PLCB3,1e-14,1.09707614888566e-09
triglycerides,11,64112050,64117106,CCDC88B,1.7123710227551212e-09,9.34760659987433e-08
triglycerides,11,116620377,116639335,BUD13,1e-14,0.0
triglycerides,11,116691675,116693871,APOA4,1e-14,4.41878139793324e-130
triglycerides,11,117076972,117100029,PCSK7,1e-14,6.32965285604479e-18
triglycerides,11,117110417,117153815,RNF214,1e-14,1.04106408356488e-10
triglycerides,11,117162762,117182657,BACE1,1e-14,1.9504884291630895e-122
triglycerides,11,117216213,117281566,CEP164,1e-14,7.81385217367743e-29
triglycerides,11,118311869,118392566,MLL,3.6392622249081796e-10,4.39911851249718e-11
triglycerides,15,42683787,42703356,CAPN3,1.7208234837085e-10,3.63155205313923e-15
triglycerides,15,43818079,43820717,MAP1A,1e-14,2.7410781574551502e-67
triglycerides,15,44856015,44944037,SPG11,1e-14,4.9131706678416905e-23
triglycerides,16,15125441,15129970,PDXDC1,1e-14,3.43553486001818e-16
triglycerides,16,56996288,57017319,CETP,1e-14,1.14968250789035e-14
triglycerides,17,17720319,17736925,SREBF1,6.782241435132619e-11,4.00797999108943e-10
triglycerides,17,41926126,41939212,CD300LG,1e-14,1.05619331558784e-76
triglycerides,17,64208285,64222164,APOH,3.3750779948604765e-14,4.90711210199539e-21
triglycerides,19,8429323,8436164,ANGPTL4,1e-14,4.3936500306545206e-132
triglycerides,19,8593768,8641486,MYO1F,1e-14,4.19131307438647e-08
triglycerides,19,19155672,19168228,ARMC6,1e-14,5.88612368857188e-13
triglycerides,19,19329924,19353979,NCAN,1e-14,2.29160918338162e-16
triglycerides,19,19432416,19455864,MAU2,1e-14,1.67871488724538e-24
triglycerides,19,19789528,19790178,ZNF101,1e-14,4.52933337687036e-10
triglycerides,19,45284266,45299199,CBLC,1e-14,8.20284173247061e-16
triglycerides,19,45351516,45390333,PVRL2,1e-14,2.93015179543268e-55
triglycerides,19,45394969,45405062,TOMM40,1e-14,1.2312248157903596e-40
triglycerides,19,45410002,45412079,APOE,1e-14,1.81010410948929e-117
triglycerides,2,21225500,21261998,APOB,1e-14,9.306684522752128e-48
triglycerides,2,26924018,26948154,KCNK3,1e-14,2.74314994844437e-23
triglycerides,2,27323198,27326067,CGREF1,1e-14,2.1024193161438798e-34
triglycerides,2,27423913,27430237,SLC5A6,1e-14,1.629621576097e-32
triglycerides,2,27505758,27526463,TRIM54,1e-14,8.98104127083749e-53
triglycerides,2,27587724,27590666,EIF2B4,1e-14,1.41274315247445e-25
triglycerides,2,27611454,27623999,PPM1G,1e-14,1.64134511588678e-31
triglycerides,2,27669137,27686911,IFT172,1e-14,3.20526953516612e-10
triglycerides,2,27815510,27834152,ZNF512,1e-14,6.24735949639188e-08
triglycerides,2,27887160,27907444,SLC4A1AP,1e-14,1.92548843772874e-33
triglycerides,2,28011829,28106866,RBKS,1e-14,5.4793413197519114e-46
triglycerides,2,28122890,28546682,BRE,1e-14,1.61524472783288e-70
triglycerides,20,44464356,44484979,SNX21,1e-14,1.86983902655088e-11
triglycerides,20,44488679,44506418,ZSWIM3,3.060884878891557e-13,8.6019643042658e-14
triglycerides,20,44578961,44598763,ZNF335,1e-14,2.8333927426516e-08
triglycerides,3,52364168,52434095,DNAH1,1e-14,1.56512881603547e-16
triglycerides,3,52448051,52455432,PHF7,1e-14,4.4356877208409095e-11
triglycerides,3,52493896,52519854,NISCH,1e-14,5.23732079926731e-08
triglycerides,4,87753862,87770252,SLC10A6,1e-14,3.53427609790601e-09
triglycerides,4,87873164,88046938,AFF1,1e-14,1.96556895072236e-16
triglycerides,5,155759874,156184254,SGCD,3.476893362108768e-08,8.14870332432798e-14
triglycerides,5,156457328,156482296,HAVCR1,1e-14,5.5382545216531315e-09
triglycerides,6,31098832,31107648,PSORS1C1,2.3027135753750368e-12,2.22623896738415e-15
triglycerides,6,31110391,31125257,CCHCR1,4.0550297120134366e-08,5.27293327220538e-08
triglycerides,6,31496915,31497706,MCCD1,2.2312374170496696e-11,3.64652672108854e-17
triglycerides,6,31513402,31514247,ATP6V1G2,1e-14,1.16929293300866e-36
triglycerides,6,31591808,31605199,PRRC2A,4.610090087453499e-12,6.09714271110728e-16
triglycerides,6,31631334,31632134,GPANK1,1e-14,1.5261788080074e-16
triglycerides,6,31850332,31864674,EHMT2,1e-14,9.751572436133901e-20
triglycerides,6,31920687,31925848,RDBP,1e-14,1.5516863854369402e-19
triglycerides,6,31928148,31937037,SKIV2L,4.3187675657918596e-14,4.27024951623951e-20
triglycerides,6,31937762,31939345,DOM3Z,1e-14,1.5954535949806e-25
triglycerides,6,32163274,32191457,NOTCH4,1e-14,1.66131039365575e-18
triglycerides,6,32261507,32339076,C6orf10,3.1019187218817024e-11,5.68568932781514e-21
triglycerides,6,32605326,32609813,HLA-DQA1,1e-14,5.0545927885631486e-11
triglycerides,6,160779213,160857193,SLC22A3,3.259972292113389e-10,5.46420006345996e-14
triglycerides,6,160952816,161083025,LPA,1e-14,1.5292939977258e-26
triglycerides,7,72748500,72756335,FKBP6,1.5687451337953462e-12,3.08313599799114e-10
triglycerides,7,72864869,72934080,BAZ1B,1e-14,6.868483024007899e-57
triglycerides,7,72951881,72971231,BCL7B,1e-14,4.13445464673054e-13
triglycerides,7,73012042,73026378,MLXIPL,1e-14,1.2071114676556201e-58
triglycerides,7,73097654,73097720,DNAJC30,1e-14,8.985605404695369e-11
triglycerides,7,73114829,73133241,STX1A,1e-14,1.09744927517638e-11
triglycerides,8,19805708,19822741,LPL,1e-14,0.0
urate,1,15808767,15809141,CELA2B,1e-14,3.65212570185847e-08
urate,1,120257576,120274455,PHGDH,6.279066155912004e-10,4.97619805361893e-08
urate,1,145626119,145687770,RNF115,1e-14,8.27341676575247e-64
urate,1,155148520,155152545,TRIM46,9.36406507889842e-12,1.13454579655094e-10
urate,1,155160556,155162067,MUC1,1e-14,6.1402871898153e-08
urate,1,212220847,212274717,DTL,1.7365051618867255e-09,1.3463660017794e-11
urate,10,61413353,61443751,SLC16A9,1e-14,9.46636254146217e-18
urate,11,63787750,63924446,MACROD1,1e-14,1.4626779187000802e-14
urate,11,64023270,64031241,PLCB3,1e-14,2.02116851072432e-24
urate,11,64112050,64117106,CCDC88B,1.376676550535194e-14,6.784020937783192e-14
urate,11,64379582,64479112,NRXN2,1e-14,3.2344042548547097e-49
urate,11,64515622,64526352,PYGM,1e-14,1.40932920486533e-16
urate,11,64593929,64607670,CDC42BPG,2.05391259555654e-14,5.0204549406629415e-09
urate,11,64664841,64683571,ATG2A,1e-14,4.25466807635754e-15
urate,11,64813685,64824621,NAALADL1,1e-14,2.78147620183039e-10
urate,11,65384129,65404018,PCNXL3,1e-14,4.81095984592315e-11
urate,12,57525756,57595984,LRP1,1e-14,2.42533233588948e-13
urate,12,57648644,57672530,R3HDM2,7.875844421079137e-11,1.17518860592025e-11
urate,12,112869780,112935344,PTPN11,1.2645440250480533e-13,3.31895259380935e-10
urate,12,121416864,121438844,HNF1A,1.2378986724570498e-13,1.57385641186281e-08
urate,14,50603986,50696798,SOS2,2.0138489764676137e-08,3.44431614034355e-12
urate,15,75762082,75854732,PTPN9,1e-14,2.17118219811229e-15
urate,15,76198065,76223278,FBXO22,1.9761969838327783e-14,5.43720531081809e-14
urate,15,99202875,99500055,IGF1R,1e-14,8.289242814496219e-11
urate,16,69844285,69970529,WWP2,6.095124405192109e-13,1.28991455848998e-10
urate,19,33183812,33199477,NUDT19,1e-14,1.68239668447357e-09
urate,2,27323198,27326067,CGREF1,9.794911548510754e-10,9.676018208892861e-09
urate,2,27505758,27526463,TRIM54,1.014077710692618e-12,3.19056074103424e-12
urate,2,27887160,27907444,SLC4A1AP,1.5830403654604194e-10,7.335988873189701e-10
urate,2,28011829,28106866,RBKS,1.0252082849326882e-08,2.11628061265905e-08
urate,2,28122890,28546682,BRE,1e-14,2.79406046536224e-11
urate,20,33437621,33457367,GGT7,1.4654943925052066e-14,3.05933678390602e-09
urate,20,42988702,43057480,HNF4A,2.8199664825478976e-14,2.14896037471505e-12
urate,3,50721022,51410485,DOCK3,3.3651222919317543e-09,1.0209594158923502e-09
urate,3,52120968,52170862,POC1A,2.955413691552167e-13,3.57293985304698e-12
urate,3,52364168,52434095,DNAH1,1e-14,1.97070871225143e-09
urate,3,52584787,52709810,PBRM1,1e-14,3.92374508913117e-13
urate,3,52756045,52795973,NEK4,9.801048861390882e-13,3.8044267963984e-10
urate,3,52868445,52920440,MUSTN1,6.871170299405094e-13,3.57299362721529e-10
urate,3,53131277,53160243,RFT1,1e-14,2.2140587959315497e-11
urate,4,9828502,10008964,SLC2A9,1e-14,0.0
urate,4,10094042,10104670,WDR1,1e-14,1.08166061021911e-84
urate,4,10445207,10447907,ZNF518B,1e-14,7.384375261592789e-62
urate,4,10493961,10666272,CLNK,1e-14,2.9733458268967106e-282
urate,4,89031991,89056565,ABCG2,1e-14,1.31100150437066e-76
urate,5,176817636,176825069,SLC34A1,2.6965762955910577e-11,2.9465085544053e-13
urate,6,25293399,25619463,LRRC16A,1e-14,7.0424670504075e-21
urate,6,25812069,25826119,SLC17A1,1e-14,8.3816506721767e-23
urate,6,25850845,25864898,SLC17A3,1e-14,6.2661590940848e-57
urate,6,25974204,25983010,TRIM38,1e-14,3.789290274714621e-15
urate,6,26501897,26509382,BTN1A1,1e-14,4.42220465741969e-11
urate,6,31928148,31937037,SKIV2L,4.664013619759544e-10,1.16337546672634e-09
urate,6,32149883,32151934,AGER,1.3658290498597124e-08,5.59348165563023e-08
urate,7,72864869,72934080,BAZ1B,1e-14,6.00802838638477e-08
urea,1,155148520,155152545,TRIM46,4.3876902111605887e-11,4.4303781459784495e-11
urea,1,155310443,155485329,ASH1L,1e-14,2.62510690791056e-12
urea,1,155735012,155820734,GON4L,1.199040866595169e-13,1.74786553236399e-08
urea,12,42854205,42865874,PRICKLE1,6.884125092199157e-08,1.53687857600073e-08
